Fiscal Year,Event ID,Event Goal($),Active Registrations,Inactive Registrations,Total Fees Paid,Total of All Confirmed Gifts($),Total Online Gifts($),Teams,Captains,Average Team Size,Total Offline Confirmed Gifts($),Self Donors,Total From Participant($),Non-self Donors,Total Not From Participant($),Total Team Gifts($),Total Event Gifts($),Total Offline Unconfirmed Gifts($),City,State,Zip Code,Internal Event Name,Previous Event ID
2017,28814,73500,184,6,5258,66670.49,56402.36,20,21,5,10268.13,128,17304.36,62,50321.38,160,685,905.25, Dublin,OH,43017,OHA 2017 Bike MS: Central Ohio Challenge,27246
2016,27178,1600000,1371,66,38492,889122.84,578650.88,144,144,7,310471.96,751,155819.71,686,752017.31,7558.62,15610,18285,Brunswick,OH,44212,OHA 2016 Bike MS: Buckeye Breakaway,25890
2015,25890,1600000,1736,72,50605,1104229.23,686571,186,201,7,417658.23,926,178560.63,882,934016.6,26253.23,2441,5715,Brunswick,OH,44212,OHA 2015 Bike MS: Buckeye Breakaway,23877
2015,25889,540000,701,33,21480,336913.98,198540.46,74,78,6,138373.52,358,59946.86,376,282902.52,4886,515,1456.25,Perrysburg,OH,43551,OHA 2015 Bike MS: Bike to the Bay,23906
2017,28892,931500,1182,57,25691,794284.52,537229.38,129,130,7,257055.14,638,140399.77,601,690351.74,10485.19,6540,16980,Brunswick,OH,44212,OHA 2017 Bike MS: Buckeye Breakaway,27178
2014,23877,1520000,2676,123,51575,1413171.25,856242.84,234,247,8,556928.41,1296,229302.07,1503,1201343.18,40766.92,1640.06,8307,Brunswick,OH,44212,Ohio - Bike MS: Pedal to the Point Ride 2014,20976
2017,28384,395000,619,46,15371,305800.47,197007.75,73,71,5,108792.72,352,70173.39,313,255886.08,4165.36,14945,17398,Perrysburg,OH,43551,OHA 2017 Bike MS: Bike to the Bay,27188
2016,27188,450000,671,22,20365,346890.2,237096.17,71,71,6,109794.03,409,88185.2,284,285632,2024,18405,22731,Perrysburg,OH,43551,OHA 2016 Bike MS: Bike to the Bay,25889
2014,21775,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,OHA Bike MS 2014 OLD,0
2013,21077,470000,829,21,23600,363623.19,154205.58,70,71,8,209417.61,366,65994.08,484,300753.11,5631.5,76.38,3042,Maumee,OH,43537,Ohio - Bike MS: Bike to the Bay 2013,18404
2014,23916,50000,144,2,2400,44902.2,30504.2,20,21,4,14398,83,8893,63,36354.2,5356,28,115,New Albany ,OH,43052,Ohio - Bike MS: Central Ohio Challenge 2014,21476
2013,20976,1500000,2627,122,65965,1466107.01,819526.3,231,251,8,646580.71,1322,225965.05,1427,1250264.46,42394.09,891.5,8066.5,Brunswick,OH,44212,Ohio - Bike MS: Pedal to the Point Ride 2013,18300
2014,23906,445962,866,63,19065,389765.89,201778.32,83,84,7,187987.57,432,80426.01,497,315490.88,3040.22,165,2133,Perrysburg,OH,43551,Ohio - Bike MS: Bike to the Bay 2014,21077
2014,23876,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brunswick,OH,44212,Ohio - Bike MS: Pedal to the Point 2014 DON'T USE!!!!,20976
2015,25887,60950,158,0,3730,56033.3,35293.43,16,18,5,20739.87,96,9345.43,62,46807.87,4643,100,15,Dublin,OH,43017,OHA 2015 Bike MS: Central Ohio Challenge,23916
2013,20369,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OH,,OHA Bike MS 2013,18300
2016,27246,60000,230,4,6110,72010.27,51444.5,26,25,6,20565.77,146,17913.5,88,54596.77,855,100,450,Dublin,OH,43016,OHA 2016 Bike MS: Central Ohio Challenge,25887
2013,21056,650000,749,6,16697.03,536747.65,328929.95,53,57,12,207817.7,449,102248.07,306,470446.31,12794.15,10741.23,10106.23,Oregonia,OH,45054,OHG 2013 Bike - 11-20-12,17764
2014,22619,650000,748,3,17660.59,511958.49,317105.21,51,57,13,194853.28,403,92598.22,348,453545.56,6402,5937.34,9590.34,Oregonia,OH,45054,"OHG Ohio, Oregonia - Bike MS 2014",21056
2015,24950,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,BIKE_,0
2014,21917,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregonia,OH,45054,OHG Bike MS 2014,21056
2014,21776,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,OHG Bike MS 2014 OLD,0
2013,20370,650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oregonia,OH,45054,OHG Bike MS 2013,17764
2015,24937,650000,5,0,155,0,0,1,1,2,0,0,0,5,0,0,0,0,Cincinnati,OH,45202,OHG 2015 Bike MS: Cincinnati,0
2015,24907,650000,644,0,10866.59,405766.4,258888.02,49,55,11,146878.38,361,73074.63,283,338124.77,3487.58,1736.5,3003,Oregonia,OH,45054,OHG 2015 Bike MS: Oregonia,22619
2016,27093,26000,67,0,1350,15623.25,13027.25,12,15,4,2596,41,3313.25,26,12560,0,1,130,Dayton,OH,45431,OHG 2016 Bike MS: Dayton,26039
2017,28997,21250,69,1,1187.5,21413.1,17237,16,17,3,4176.1,45,4004.1,25,18390,20,610,450,Dayton,OH,45431,OHG 2017 Bike MS: Dayton,27093
2017,28922,416000,466,3,8787.53,345165.91,242163.62,44,50,9,103002.29,261,60854.93,208,303939.98,11474.38,3557,15939,Oxford,OH,45056,OHG 2017 Bike MS: Oxford,27092
2015,26039,40000,82,0,1200,17375,14530,12,13,5,2845,48,3910,34,13485,850,60,0,Dayton,OH,45202,OHG 2015 Bike MS: Dayton,0
2016,27092,448000,556,0,17575.42,417555.66,279480.2,53,58,9,138075.46,334,68236.52,222,352514.14,7246.76,2891.09,2045,Oxford,OH,45056,OHG 2016 Bike MS: Oxford,24907
2014,21918,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,OHO Bike MS 2014,0
2014,21777,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,OHO Bike MS 2014 OLD,0
2013,20371,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Maumee,OH,43537,OHO Bike MS 2013,18404
2016,27871,375000,371,6,6922,269113.23,148153.77,40,44,8,120959.46,224,81818.94,153,214533.6,600.78,24990,25607.31,Norman,OK,73071,TXH 2016 Bike MS: Norman,26056
2014,21919,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,OKE Bike MS 2014,0
2015,26786,0,63,0,1890,0,0,0,0,0,0,0,0,63,0,0,0,0,[BIKE SITE CITY],TX,,"TXH Oklahoma, Norman - Transportation - Bike MS 2015",0
2014,21778,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,OKE Bike MS 2014 OLD,0
2016,27901,0,40,0,1200,0,0,0,0,0,0,0,0,40,0,0,0,0,,,,TXH 2016 Bike MS: Norman Transportation,26786
2013,21466,500000,566,32,13990,347747.12,237353.74,55,59,8,110393.38,283,80366.25,315,271115.87,4434.87,2815,2673,Chandler,OK,74834,"Oklahoma, Chandler - Bike MS: The Mother Road Ride 2013",18945
2015,26056,540000,429,18,11781,296688.63,180379.71,49,58,6,116308.92,213,81927.12,234,228821.51,2000,14410,13060,Norman,OK,73071,"TXH Oklahoma, Norman - Bike MS 2015",24000
2014,24000,500000,380,15,7643.72,277056.22,193162.31,45,51,7,83893.91,210,143386.05,185,190918.9,2693.7,56197.04,56343.73,Chandler,OK,74834,"Oklahoma, Chandler - Bike MS 2014",21466
2013,20372,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK,,OKE Bike MS 2013,0
2014,22739,610000,716,136,20459,571858.94,408730.53,68,75,7,163128.41,274,110432.78,578,511752.61,11393,38091,45058.45,Monmouth,OR,97361,"Oregon, Portland - Bike MS 2014",21039
2017,28196,786220,632,32,15260,633883.99,448491.74,55,63,10,185392.25,383,116405.64,281,566762.87,7921,19000,25462.5,Monmouth,OR,97361,ORC 2017 Bike MS: Willamette Valley,27007
2013,19458,460000,188,3,2042,0,0,35,37,4,0,3,0,188,0,0,0,0,Willamette Valley,OR,,ORC 2013 Bike MS Oregon Willamette Valley,0
2015,24766,740000,658,133,18720,694009.87,471575.1,62,72,9,222434.77,396,124707.36,395,632330.75,12591.25,30941.3,38397.24,Monmouth,OR,97361,ORC 2015 Bike MS: Willamette Valley,22739
2016,26964,826218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ORC 2016 Bike MS: Willamette Valley,0
2014,21779,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ORC Bike MS 2014 OLD,0
2013,21039,450000,678,43,21335,497098.57,327965.46,67,71,8,169133.11,309,86660.6,412,443592.97,5069,27161.5,28630,Monmouth,OR,97361,"Oregon, Portland - Bike MS 2013",18521
2013,19975,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portland,OR,97227,2013 ORC Test Bike MS Child 2,0
2016,27007,776221,628,100,17849,712183.2,509146.53,64,75,8,203036.67,409,124261.9,319,651649.3,11047,38954.5,40190,Monmouth,OR,97361,ORC 2016 Bike MS: Oregon,24766
2014,21921,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gettysburg,PA,17325,PAC Bike MS 2014,0
2014,21780,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,PAC Bike MS 2014 OLD,0
2014,23266,300000,377,0,7842.5,166084.17,80643.25,30,30,8,85440.92,170,24070.5,207,142103.67,5105.68,104,90,Gettysburg,PA,17325,"Pennsylvania, Gettysburg - Bike MS 2014",19476
2013,19476,300000,423,0,7439,159568.24,73171.81,40,42,6,86396.43,185,22640,238,137178.24,1265,107,85,Gettysburg,PA,17325,PAC bike MS Mason-Dixon Challenge 2013,17644
2013,20374,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PA,,PAC Bike MS 2013,0
2015,26347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,PAE Bike MS 2015 - Dummy Event,0
2014,21922,6000000,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,NJ,,PAE Bike MS 2014,17956
2013,20375,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PA,,PAE Bike MS 2013,0
2017,28216,6500000,7207,121,248443.42,4485757.63,3405468.59,673,638,7,1080289.04,3557,923754.29,3771,3764362.61,83160.29,143318,182640.27,Cherry Hill,NJ,8002,PAE 2017 Bike MS: City to Shore Ride - CTS,27061
2015,25223,6600000,9266,315,311128,4966113.39,3688115.06,698,762,9,1277998.33,3920,887155.16,5661,4151307.23,97741.24,10824.19,58421,Cherry Hill,NJ,8003,PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,22817
2013,20331,6000000,9792,186,328246,5522678.29,3846679.52,716,776,10,1675998.77,4207,899176.81,5771,4726109.05,107034.78,5532.29,74850.57,"Cherry Hill, NJ with alternate start locations",NJ,8003,PAE0EMS120130928CTS - Bike MS: City to Shore Ride 2013,17956
2016,27060,1000000,1045,27,37575,596467.8,444458.46,132,129,5,152009.34,529,120957.67,543,496486.13,6887.75,17154.71,18776,Dover,DE,19904,PAE0EMS120161008BTB - PAE 2016 Bike MS: Bike to the Bay,25198
2014,22817,6000000,9981,206,332895,5652258.68,4132469.38,710,781,10,1519789.3,4467,967241.8,5720,4781696.66,115415.6,4586.24,69444.78,Cherry Hill,NJ,8002,"PAE0EMS120140927CTS - New Jersey, Cherry Hill - Bike MS: City to Shore 2014",20331
2014,23838,200000,6,0,0,59880,19560,1,1,6,40320,4,13255,2,47275,0,0,650,,,,PAE - 2014 MS Great 8 - Beach to Beach Tour,21414
2014,21781,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,PAE Bike MS 2014 OLD,0
2016,27061,6600000,7870,162,239993,4678727.55,3506506.75,681,695,8,1172220.8,3987,930507.47,4045,3846817.08,79763.9,63607.09,94526,Cherry Hill,NJ,8003,PAE0EMS120160924CTS - PAE 2016 Bike MS: City to Shore Ride,25223
2013,21414,200000,6,0,0,51936.5,18214,1,1,6,33722.5,5,17870,1,36411.5,0,0,505,,,,PAE - 2013 MS Great 8 Tour Du Lac,0
2015,25906,475000,520,22,12455,514559.54,280633.67,36,39,9,233925.87,227,77991,315,451096.54,7795,300,9073,Hollidaysburg,PA,16648,PAX 2015 Bike MS: Keystone Country Ride,23047
2017,28909,520000,351,16,6951.5,457743.71,248366.45,28,28,7,209377.26,163,71595.95,204,454522.76,17420.71,631.3,490,Hollidaysburg,PA,16648,PAX 2017 Bike MS: Keystone Country Ride,27770
2016,27739,100000,360,7,7887,77175.73,36881.48,36,38,5,40294.25,204,25711.53,163,58781.2,2022,6176,6842,Cooksburg,PA,16217,PAX 2016 Bike MS: Cook Forest River Ride,25896
2016,27770,475000,381,14,7609,422162.4,271912.4,34,35,6,150250,182,39957.53,213,430519.37,4817,1509,10560,Hollidaysburg,PA,16648,PAX 2016 Bike MS: Keystone Country Ride,25906
2013,21346,80000,419,11,9760,76358.1,41928,46,46,4,34430.1,157,12536,273,65967.1,2666,1050,1835,Cooksburg,PA,16217,Pennsylvania - bike MS: Cook Forest River Ride 2013,18480
2016,27771,300000,274,3,3593,123466.32,63747,22,19,5,59719.32,105,21685,172,102723.32,940,2524,175,Fairfield,PA,17320,PAX 2016 Bike MS: Mason Dixon Challenge,25966
2017,28311,600000,689,31,16131.5,538867.39,322646.22,56,60,9,216221.17,412,88480.5,308,475794.89,7231,7460,19441,Portersville,PA,16051,PAX 2017 Bike MS: Escape to the Lake,27690
2014,23268,100000,386,16,8450,85398.3,34465.3,38,39,5,50933,162,14976.1,240,71342.2,2342,200,920,Cooksburg,PA,16217,Pennsylvania - bike MS: Cook Forest River Ride 2014,21346
2015,25779,750000,979,62,20065,680442.98,382442.3,71,81,10,298000.68,495,99706.36,546,608038.62,11562.5,12149,18775,Portersville,PA,16051,"PAX 2015 Bike MS: Escape to Lake presented by FedEx Ground, 30th Anniversary Ride",22539
2013,20526,900000,1222,72,30200,824006.03,407515.28,79,88,11,416490.75,331,71778.35,963,774723.76,12922.09,8098,9158.56,"Harmony, PA to Lake Erie (in Conneaut, OH)",PA,16037,Pennsylvania - bike MS: Western PA Escape 2013,18172
2013,20527,425000,577,31,16430,506885.13,231792.04,35,40,11,275093.09,160,37278.78,448,475816.35,7680,3410,5925,"Hollidaysburg, PA to State College",PA,,Pennsylvania - bike MS: Keystone Country Ride 2013,18419
2014,22539,900000,1132,43,27535,754815.74,388020.22,79,88,9,366795.52,435,82104.01,740,691764.9,25633.85,872.17,4624.17,"Harmony Area, PA to Lake Erie (in Conneaut, OH)",PA,16063,Pennsylvania - bike MS: Escape to the Lake 2014,20526
2014,23047,517000,534,20,13835,421710.71,202178.22,32,36,11,219532.49,185,47144.49,369,391964.72,7279,788,4743.5,"Hollidaysburg, PA to State College",PA,,Pennsylvania - bike MS: Keystone Country Ride 2014,20527
2015,25966,300000,272,5,3445,123779.69,51384.33,21,21,5,72395.36,102,22666,175,101613.69,2035,110.01,400,Fairfield,PA,17320,PAX 2015 Bike MS: Mason Dixon Challenge,23266
2016,27690,750000,867,27,17733,592361.41,348686.83,64,72,9,243674.58,452,92133.29,442,517297.28,10736,5807,8817.06,Portersville,PA,16051,PAX 2016 Bike MS: Escape to Lake presented by FedEx Ground,25779
2017,28941,100000,419,5,11250,81697,46815,35,36,7,34882,243,22062.64,181,67055.36,1575,195,4683,Cooksburg,PA,16217,PAX 2017 Bike MS: Cook Forest River Ride,27739
2014,21782,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,PAX Bike MS 2014 OLD,0
2014,21923,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PA,,PAX Bike MS 2014,0
2013,20376,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PA,,PAX Bike MS 2013,0
2015,25732,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Portersville,PA,16051,PAX 2015 Bike MS: Escape to Lake presented by FedEx Ground,0
2014,23839,200000,2,0,0,0,0,1,1,2,0,0,0,2,0,0,0,0,,,,PAX - 2014 MS Great 8 - Beach to Beach Tour,21423
2015,25896,100000,373,6,8320,96528.04,49638.24,37,37,5,46889.8,184,18391,195,80012.04,4841.3,615,1010,Cooksburg,PA,16217,PAX 2015 Bike MS: Cook Forest River Ride,23268
2013,21423,200000,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,,,,PAX - 2013 MS Great 8 Tour Du Lac,0
2013,21420,200000,2,0,0,5028,3056,1,1,2,1972,1,1921,1,3107,0,0,0,,,,RIR - 2013 MS Great 8 Tour Du Lac,0
2014,23840,200000,2,0,0,7002,2621,1,1,2,4381,0,4616,2,2386,0,0,0,,,,RIR - 2014 MS Great 8 - Beach to Beach Tour,21420
2013,20377,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,RI,,RIR Bike MS 2013,0
2014,21783,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,RIR Bike MS 2014 OLD,0
2013,19444,830000,803,37,65930,543762.16,333948.42,63,70,9,209813.74,444,131892.47,396,427131.38,9826.5,150,225,Pawtucket,RI,2861,Rhode Island - Bike MS: Ride the Rhode 2013,18292
2014,23746,15000,60,0,2865,7985,6505,8,8,2,1480,18,1345,42,6640,635,0,0,Narragansett,RI,2882,Rhode Island: Bike MS - MS25 Quick Ride 2014,0
2013,20651,50000,46,0,2300,2535,1890,6,6,1,645,8,365,38,2170,425,0,0,Narragansett,RI,2882,Rhode Island - Bike MS: 2013 MS 25 Quick Ride,18242
2014,22426,700000,640,13,49705,454672.75,307525.72,62,74,8,147147.03,354,90254.59,299,374800.26,5454,623.5,1100,Pawtucket,RI,2861,"Rhode Island, Pawtucket - Bike MS: Ride the Rhode 2014",19444
2014,21924,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,RIR Bike MS 2014,0
2017,28943,300000,298,4,4184,117358.35,82788.19,18,19,9,34570.16,108,32311,194,101692.35,470,14427,16305,Memphis,TN,,TNS 2017 Bike MS: Rockin' Ride to Oxford,27805
2016,27805,300000,174,0,3822.06,139292.05,88183,17,14,8,51109.05,91,52703.09,83,122583.96,250,35130,35840,Memphis,TN,38671,TNS 2016 Bike MS: Rock-N-Roll,25500
2015,25500,300000,300,6,6829.68,205143.36,117782.78,22,26,10,87360.58,126,73370.89,180,176546.47,16777.38,44995.45,44476,Memphis,TN,38671,TNS 2015 Bike MS: Rock-N-Roll,22797
2013,18277,500000,845,202,19177.48,535999.62,344456.67,97,105,6,191542.95,412,106551.47,635,435035.15,10005,4071,5562,Franklin,TN,,TNS 2012 Bike Jack and Back,16659
2014,22797,360000,353,0,6777.12,251986,138060.38,28,30,9,113925.62,159,49789.48,194,203618.2,16752.32,28242.68,1380,Southaven,MS,38119,TNS 2014 Bike MS Rock-N-Roll,20156
2014,21925,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,TNS Bike MS 2014,0
2014,20496,500000,856,17,20915,566077.89,354307.46,73,82,7,211770.43,340,94213.27,533,476985.62,10144.5,2667,5066,Franklin,TN,37064,TNS 2013 Bike to Jack and Back,18277
2013,20378,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,TN,,TNS Bike MS 2013,0
2017,27865,630000,567,3,15154.26,515692.66,330254.08,72,77,6,185438.58,332,86773,238,451979.66,44378,18758.99,21320,Franklin,TN,37064,TNS 2016 Bike MS: Jack and Back,25575
2014,21784,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,TNS Bike MS 2014 OLD,0
2015,23107,600000,727,4,17220,560495.68,367672.08,80,88,6,192823.6,353,92033.6,378,471272.08,7639.35,3766,1695,Franklin,TN,37069,TNS 2014 Bike MS Jack and Back,20496
2013,20156,340000,530,12,12060,283744.6,196684.12,32,35,13,87060.48,238,57230.94,304,228453.66,2309,2220,1740,Memphis,TN,38119,TNS 2013 Bike Rock-N-Roll,18753
2016,25575,600000,755,14,15775,578101.2,359242.45,71,80,6,218858.75,364,113140.71,405,478400.49,15918,31173.5,9915,Franklin,TN,37064,TNS 2015 Bike MS: Jack and Back,23107
2015,25117,0,126,1,3540.01,1507,100,0,0,0,1407,5,160,122,1347,0,1347,0,,,,"TXH Texas, Dallas - Transportation - Bike MS 2015",22707
2016,28045,0,92,0,2415,2670,30,0,0,0,2640,1,30,91,2640,0,2640,0,,,,TXH 2016 Bike MS: Dallas Transportation,25117
2015,26230,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[BIKE SITE CITY],TX,,"TXH Texas, Waco - Walk MS 2015 Archive - NOT USED",0
2013,20486,1,164,0,4920,0,0,0,0,0,0,0,0,164,50,0,0,50,,,,"Texas, Dallas - Transportation - Bike MS: Sam's Club Ride 2013",18044
2017,29065,0,97,0,2395,1255,0,0,0,0,1255,0,0,97,1255,0,1255,0,,,,TXH 2017 Bike MS: Dallas - Transportation,28045
2014,22707,0,109,0,3451,75,75,0,0,0,0,1,75,108,0,0,0,0,[LOCATION INFORMATION: City],TX,99999,"Texas, Dallas - Transportation - Bike MS 2014",20486
2016,27868,375000,256,3,6525,324355.89,167492.59,26,29,8,156863.3,163,84626.66,96,289517.23,3835.5,43405,47885,Midland,TX,79707,TXH 2016 Bike MS: Midland,25927
2016,27090,0,1065,7,0,325,325,10,20,107,0,6,325,1066,0,0,0,0,Houston,TX,77054,TXH 2016 Bike MS: BP MS 150 - Volunteers,24818
2017,28742,160000,251,15,5794,126903.6,98190.4,26,26,8,28713.2,150,35265.35,116,108342.25,1012,10854,10070,North Little Rock,AR,72118,TXH 2017 Bike MS: Little Rock,27919
2017,28263,16000000,10420,674,983702.5,12626216.97,9437814.2,413,580,22,3188402.77,6646,2491307.01,4448,11036115.68,176951.51,702497.83,829134.72,Houston,TX,77054,TXH 2017 Bike MS: BP MS 150,27003
2015,25648,120000,132,4,4275,59172.47,39296.47,17,17,5,19876,68,31297,68,48260.47,2125.55,18625,18045,Amarillo,TX,79106,"TXH Texas, Amarillo - Bike MS 2015",23316
2015,24816,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Houston,TX,77054,"Texas, Houston - 2015 BP MS 150",22598
2015,24768,1850000,1818,10,51514,1508452.59,1088417.09,103,137,14,420035.5,935,309388.98,893,1302928.61,30498.27,100041.72,100540,Dallas,TX,75024,"TXH Texas, Dallas - Bike MS 2015",22466
2015,22999,1300000,1349,31,43840,1131100.25,713379.7,89,113,12,417720.55,718,436828.07,662,893783.32,10969.6,45648.35,194677.35,San Antonio,TX,78219,"TXH Texas, San Antonio - Bike MS 2014",21526
2014,23317,300000,243,0,4810,303230.49,154579.94,23,27,9,148650.55,130,60309.08,113,266381.91,8134,16900,16810,Midland,TX,79705,"Texas, Midland - Bike MS 2014",21276
2014,22466,1850000,1863,60,39114,1415162.9,997702.16,112,143,14,417460.74,1029,351719.02,894,1306029.01,23594.25,3250,135595.13,Dallas,TX,76177,"Texas, Dallas - Bike MS 2014",20386
2017,28846,0,1096,7,0,0,0,10,13,109,0,0,0,1103,0,0,0,0,Houston,TX,77054,TXH 2017 Bike MS: BP MS 150 - Skilled Volunteers,27090
2017,28791,1800000,1858,47,49665,1650432.51,1229562,106,136,15,420870.51,1159,330872.43,746,1409237.08,34535.27,94371,83315,Frisco,TX,75034,TXH 2017 Bike MS: Dallas,27149
2016,27149,1770000,1779,19,49572,1579291.02,1172479.6,99,127,16,406811.42,1126,273119.54,672,1366870.48,25774.26,60115.17,49051,Frisco,TX,75043,TXH 2016 Bike MS: Dallas,24768
2014,23316,120000,163,1,3595,78106.84,45956.34,14,14,8,32150.5,79,19998.12,85,59758.97,5205,2350,1650.25,Canyon,TX,79015,"Texas, Amarillo - Bike MS 2014",21114
2013,21276,275000,271,8,6258,268159.98,123135.54,19,20,11,145024.44,133,31973,146,238498.97,3012.28,2297,625,Midland,TX,79705,"Texas, Midland - bike MS: Cactus & Crude 2013, presented by Apache",18431
2013,20386,1850000,2138,54,60788,1501171.82,1100147.31,103,126,18,401024.51,1082,225336.75,1110,1293460.07,67462.44,3024,2325,Dallas ,TX,75006,"Texas, Dallas - Bike MS: Sam's Club Round Up Ride 2013",18029
2013,20226,18000000,13694,946,1388650,15794142.67,11666372.29,405,537,29,4127770.38,6624,1957725.35,8016,14005042.2,301052.7,51485.89,44500,Houston,TX,77054,"Texas, Houston - 2013 BP MS 150",17896
2017,29042,300000,321,8,6294,244840.79,162745.8,34,36,7,82094.99,189,79832.39,140,207922.58,7279.76,23464.18,26848.18,Norman,OK,73071,TXH 2017 Bike MS: Norman,27871
2017,28934,240000,227,5,3835,129408.13,101887.96,20,24,8,27520.17,120,70164.31,112,103485.02,1405,42366.2,42766.2,Santa Fe,NM,87506,TXH 2017 Bike MS: Pojoaque,27735
2017,27923,1561000,1509,42,34252.5,1163738,694593.14,66,92,20,469144.86,778,385617.58,773,1027757.92,92285.4,161065.35,165366.5,San Antonio,TX,78220,TXH 2016 Bike MS: San Antonio,26136
2016,26136,1407000,1418,31,31040,1255992.46,693291.48,84,112,15,562700.98,607,417156.63,842,1035034.83,8086.55,191357,195199,San Antonio,TX,78220,"TXH Texas, San Antonio - Bike MS 2015",22999
2013,21114,134299,217,7,5107,85740.33,51501.15,17,18,8,34239.18,97,23053.01,127,64004.92,1876.6,2499,1252.6,Canyon,TX,79015,"Texas, Amarillo - bike MS: Ride the Rim 2013 presented by BP",18433
2014,21526,1270000,1433,30,45277.33,1016563.48,638372.67,95,119,12,378190.81,684,390415.97,779,844430.72,16867.8,4479,216108.21,San Antonio ,TX,77210,"Texas, San Antonio - Bike MS 2013",18129
2016,27003,20000000,11416,431,1122249.47,14047378.34,10633098.21,417,580,24,3414280.13,6971,2657756.14,4876,12297590.45,142460.62,830681.6,859349,Houston,TX,77054,TXH 2016 Bike MS: BP MS 150,25298
2015,25298,20000000,14575,763,1476800,18051599.81,13549216.48,459,649,29,4502383.33,7249,4143841,8089,16094744.58,317524.28,489288.48,2008521.85,Houston,TX,77054,"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",22598
2014,22598,18500000,14871,1063,1584950,17707748.53,13024604.93,423,582,31,4683143.6,7283,4286214.01,8651,15720039.65,238928.16,76138.62,2203443.56,Houston,TX,77054,"Texas, Houston - 2014 BP MS 150",20226
2013,18129,1200000,1702,114,37820.52,999086.76,686825.29,108,134,11,312261.47,707,218914.12,1109,788475.43,19103.05,5212.04,4185,,,,"Texas, San Antonio - Bike MS: Valero 2012 Alamo Ride to the River",16949
2017,28790,400000,264,2,7238.5,287959.71,161086.77,29,31,8,126872.94,166,69438.56,100,270310.15,1970,31750,36485,Midland,TX,79705,TXH 2017 Bike MS: Cactus and Crude Ride,27868
2014,22616,0,1041,32,0,195,0,9,17,115,195,0,0,1073,195,0,0,0,Houston,TX,77054,"Texas, Houston - Volunteers - 2014 BP MS 150",0
2016,27796,85000,96,5,2615,39499.36,22822.04,10,10,5,16677.32,45,22884.79,56,30365.07,15,16540,12740,Amarillo,TX,79106,TXH 2016 Bike MS: Amarillo,25648
2015,25927,350000,248,3,7030,321288.11,184059.12,22,25,9,137228.99,136,51890,115,287524.11,16487.2,15995,14000,Midland,TX,79705,"TXH Texas, Midland - Bike MS 2015",23317
2016,27094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,TXH 2016 Bike MS: BP MS 150 - Transportation,25452
2016,27180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,TXH 2016 Bike MS: Transportation (Multiple Registrations),0
2014,21785,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,TXH Bike MS 2014 OLD,0
