CaptainAcceptEmail,PriorYearParticipation,GenderMale,GenderFemale,GenderNotSpecified,RegOnline,RegOffline,PriorParticipant,NotPriorParticipant,ConnectionMS,NoConnectionMS,RegActive,RegInActive,DonorGenderMale,DonorGenderFemale,DonorGenderNotSpecified,RegisteredDonors,NonRegisteredDonors,DonorConnectionMS,DonorNoConnectionMS,DonorPriorParticipant,DonorNotPriorParticipant,GiftAmount
FALSE,0,6,2,0,8,0,3,5,4,4,8,0,17,12,1,8,22,17,13,20,10,2195
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,6,6,3,1,14,9,6,0,11,580
TRUE,0,2,0,0,2,0,2,0,0,2,2,0,12,12,1,1,24,19,6,22,0,1380
TRUE,0,12,6,0,18,0,10,8,12,6,18,0,171,116,25,17,295,190,122,259,53,26097
FALSE,0,20,12,0,31,1,13,19,17,15,32,0,60,49,40,25,124,42,107,65,77,19599
TRUE,0,4,0,0,4,0,0,4,3,1,4,0,32,26,6,4,60,23,41,0,49,7070
TRUE,0,22,7,0,29,0,22,7,24,5,29,0,131,126,52,27,282,176,133,272,37,24243
TRUE,1,57,16,2,73,2,52,23,50,25,74,1,373,306,62,70,671,493,248,600,141,70440
TRUE,0,14,9,1,24,0,8,16,10,14,24,0,43,57,9,23,86,57,52,31,77,8832
TRUE,0,2,0,0,2,0,0,2,2,0,2,0,7,1,0,2,6,6,2,0,8,600
FALSE,0,1,1,0,2,0,0,2,2,0,2,0,4,1,0,2,3,5,0,0,5,300
TRUE,0,13,4,0,17,0,10,7,13,4,13,4,34,19,6,16,43,41,18,45,13,3618
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,2,0,2,1,3,2,2,4,0,700
TRUE,0,59,19,0,76,2,50,28,47,31,67,11,392,226,115,76,657,401,332,529,201,80941
TRUE,0,26,14,1,40,1,13,28,15,26,38,3,114,105,24,21,222,111,132,105,138,20356
TRUE,0,16,3,0,17,2,12,7,13,6,19,0,72,31,19,15,107,67,55,86,36,21266
FALSE,0,12,12,0,22,2,10,14,21,3,24,0,58,58,22,20,118,89,49,58,80,10435
TRUE,0,9,4,0,13,0,0,13,8,5,13,0,31,71,10,10,102,51,61,0,111,5813
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
TRUE,0,2,0,0,2,0,1,1,2,0,2,0,5,10,0,2,13,12,3,13,2,1045
TRUE,0,8,2,0,10,0,3,7,4,6,9,1,31,26,6,10,53,20,43,19,44,4354
TRUE,0,18,8,0,26,0,16,10,11,15,26,0,108,75,12,26,169,66,129,135,59,18252
FALSE,0,6,0,0,6,0,0,6,1,5,6,0,27,10,3,6,34,6,34,0,37,2536
TRUE,0,114,52,1,166,1,96,71,88,79,161,6,1364,856,226,167,2279,827,1619,1793,647,275804
FALSE,0,35,17,0,52,0,33,19,35,17,49,3,247,213,104,52,512,203,361,417,145,63424
FALSE,0,8,5,0,13,0,7,6,8,5,13,0,35,44,2,13,68,35,46,42,37,7775
FALSE,0,22,7,0,29,0,5,24,9,20,26,3,176,146,13,29,306,80,255,37,297,26824
TRUE,0,1,0,0,1,0,1,0,0,1,1,0,8,4,0,1,11,2,10,11,0,696
TRUE,0,118,45,0,163,0,68,95,93,70,154,9,961,694,302,163,1794,581,1376,940,1008,192782
TRUE,0,182,74,0,255,1,118,138,152,104,250,6,1167,929,192,252,2036,810,1478,1159,1128,214710
TRUE,0,5,1,0,6,0,1,5,1,5,6,0,41,10,3,6,48,14,40,3,51,4375
TRUE,0,21,5,0,26,0,13,13,10,16,26,0,154,124,21,26,273,81,218,166,131,22280
TRUE,0,63,22,0,85,0,45,40,44,41,83,2,432,407,50,85,804,332,557,537,343,76187
TRUE,0,13,2,0,15,0,2,13,10,5,14,1,113,68,15,15,181,69,127,96,100,48931
TRUE,0,15,3,0,18,0,13,5,8,10,18,0,92,66,19,18,159,42,135,141,29,15236
FALSE,1,18,8,0,26,0,11,15,7,19,23,3,82,55,19,26,130,42,114,73,80,12417
TRUE,0,58,32,0,90,0,53,37,52,38,81,9,873,562,184,90,1529,661,958,1216,395,260411
TRUE,0,10,4,1,15,0,4,11,4,11,15,0,83,67,14,15,149,15,149,71,93,8580
FALSE,0,16,5,0,20,1,14,7,8,13,21,0,74,57,11,21,121,42,100,103,39,11559
TRUE,0,6,0,0,6,0,1,5,2,4,6,0,18,12,0,6,24,4,26,6,24,2481
TRUE,0,11,5,0,16,0,8,8,12,4,13,3,46,34,4,16,68,29,55,54,30,6690
TRUE,0,2,0,0,2,0,0,2,2,0,2,0,17,14,0,2,29,6,25,0,29,1702
TRUE,0,2,0,0,2,0,1,1,1,1,2,0,7,3,0,2,8,4,6,4,6,825
TRUE,0,65,18,0,69,14,47,36,44,39,81,2,609,556,72,83,1154,505,732,655,571,81462
FALSE,1,2,2,0,4,0,3,1,3,1,3,1,6,5,0,3,8,4,7,10,1,800
FALSE,0,8,2,0,10,0,6,4,6,4,10,0,40,31,17,10,78,25,63,49,36,5465
TRUE,0,3,3,0,6,0,0,6,1,5,6,0,62,36,7,6,99,36,69,0,103,6388
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,100
TRUE,0,6,0,0,6,0,0,6,3,3,6,0,8,9,0,6,11,4,13,0,16,2850
TRUE,0,5,2,0,7,0,2,5,4,3,7,0,19,15,1,7,28,11,24,20,14,2205
FALSE,0,2,0,0,2,0,0,2,1,1,2,0,2,0,1,2,1,1,2,0,2,534
TRUE,0,29,15,1,45,0,19,26,25,20,44,1,204,197,30,45,386,151,280,171,259,22658
TRUE,0,28,5,0,33,0,12,21,13,20,31,2,142,64,7,33,180,51,162,111,100,22562
TRUE,0,165,94,0,256,3,153,106,172,87,251,8,1721,1361,556,256,3382,1450,2188,2650,987,491839
TRUE,0,7,1,0,8,0,5,3,6,2,7,1,49,38,44,8,123,31,100,75,56,11464
TRUE,0,4,0,0,4,0,0,4,0,4,4,0,8,7,3,4,14,0,18,0,15,2075
FALSE,0,7,0,0,7,0,1,6,4,3,7,0,23,3,1,7,20,15,12,14,11,4275
TRUE,0,0,2,0,2,0,0,2,2,0,2,0,4,5,0,2,7,5,4,0,9,275
FALSE,0,3,7,0,10,0,1,9,5,5,10,0,18,54,2,10,64,13,61,7,67,5171
TRUE,0,10,3,0,13,0,2,11,8,5,13,0,13,3,13,13,16,12,17,5,24,5400
FALSE,0,8,2,0,10,0,1,9,7,3,10,0,49,61,6,10,106,39,77,7,109,7926
TRUE,0,26,8,0,15,19,12,22,9,25,34,0,127,87,26,34,206,54,186,90,140,15089
TRUE,0,2,1,0,3,0,0,3,2,1,3,0,9,9,0,3,15,6,12,0,18,1436
FALSE,0,7,3,0,10,0,4,6,5,5,10,0,71,28,6,10,95,32,73,33,70,7168
TRUE,0,24,16,0,40,0,24,16,30,10,39,1,123,150,44,39,278,98,219,166,149,32906
TRUE,0,54,27,0,81,0,36,45,39,42,69,12,537,342,76,81,874,370,585,540,413,76352
FALSE,0,8,1,0,9,0,0,9,4,5,9,0,52,35,16,9,94,21,82,0,101,9383
TRUE,0,18,9,0,27,0,22,5,20,7,26,1,308,188,80,27,549,240,336,471,105,80738
FALSE,1,74,25,0,98,1,44,55,60,39,85,14,658,427,162,96,1151,375,872,596,635,185974
TRUE,0,20,4,0,24,0,18,6,16,8,23,1,80,91,7,24,154,57,121,142,36,17106
TRUE,0,24,9,1,34,0,16,18,19,15,34,0,144,107,20,34,237,78,193,130,139,23017
TRUE,1,17,3,0,20,0,15,5,14,6,20,0,131,109,29,20,249,86,183,228,40,27872
TRUE,0,16,5,0,21,0,12,9,18,3,21,0,228,154,120,21,481,114,388,352,150,68439
FALSE,0,5,0,0,5,0,3,2,3,2,5,0,21,15,4,5,35,10,30,38,2,2955
TRUE,0,7,1,0,8,0,2,6,2,6,8,0,34,26,4,8,56,16,48,34,28,3740
FALSE,0,1,0,0,1,0,0,1,0,1,1,0,2,0,3,1,4,0,5,0,5,425
TRUE,0,5,0,0,5,0,0,5,4,1,5,0,23,7,3,5,28,11,22,0,33,3015
TRUE,0,2,0,0,2,0,0,2,0,2,2,0,9,10,2,2,19,0,21,0,21,747
TRUE,0,21,2,0,23,0,11,12,8,15,17,6,28,5,4,22,15,10,27,18,18,2850
TRUE,0,19,13,0,32,0,17,15,17,15,30,2,115,120,17,32,220,80,172,123,128,20840
FALSE,0,10,4,0,14,0,8,6,6,8,14,0,22,20,14,14,42,10,46,27,29,5710
TRUE,0,33,12,0,45,0,28,17,23,22,43,2,162,147,43,45,307,123,229,213,130,39078
TRUE,0,14,0,0,1,13,5,9,1,13,13,1,18,4,14,13,23,7,29,12,16,7286
TRUE,0,48,21,0,69,0,15,54,37,32,61,8,437,374,74,69,816,268,617,198,650,134567
FALSE,0,3,0,0,3,0,3,0,2,1,3,0,6,1,0,3,4,7,0,7,0,950
FALSE,0,44,15,0,59,0,20,39,34,25,52,7,290,228,43,59,502,201,360,182,373,51969
FALSE,0,167,55,0,222,0,117,105,128,94,201,21,1635,1163,227,221,2804,1201,1824,2075,946,384380
FALSE,0,2,0,0,2,0,0,2,2,0,2,0,8,0,1,2,7,2,7,0,8,1100
TRUE,0,92,37,1,130,0,67,63,79,51,124,6,783,537,137,130,1327,479,978,878,577,133488
TRUE,0,16,6,0,22,0,13,9,14,8,22,0,79,71,19,22,147,50,119,124,40,11981
TRUE,0,4,0,0,4,0,2,2,1,3,4,0,11,1,1,4,9,2,11,11,2,755
TRUE,0,9,2,0,11,0,7,4,3,8,11,0,78,24,20,11,111,51,71,86,35,14122
FALSE,0,3,1,0,4,0,4,0,2,2,4,0,28,14,0,4,38,9,33,42,0,3745
FALSE,0,30,17,0,47,0,24,23,27,20,44,3,179,177,20,47,329,117,259,234,141,26737
TRUE,0,11,4,0,15,0,8,7,10,5,14,1,36,28,2,15,51,27,39,36,30,6915
TRUE,0,18,8,0,26,0,15,11,11,15,26,0,220,115,64,26,373,100,299,237,161,31961
TRUE,0,12,2,0,14,0,4,10,5,9,14,0,63,30,5,14,84,20,78,35,63,8077
TRUE,0,6,0,0,6,0,5,1,6,0,6,0,45,14,5,6,58,24,40,51,11,5630
FALSE,0,30,13,0,43,0,11,32,21,22,42,1,180,132,100,43,369,119,293,92,320,23802
FALSE,0,5,3,0,8,0,0,8,1,7,8,0,19,16,2,8,29,7,30,0,37,1432
TRUE,0,15,3,0,18,0,11,7,10,8,18,0,26,8,20,18,36,22,32,23,29,9687
TRUE,0,8,3,0,11,0,1,10,3,8,11,0,50,31,9,11,79,19,71,12,78,4853
FALSE,1,10,3,0,13,0,6,7,6,7,10,3,57,36,6,13,86,29,70,43,56,8270
FALSE,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
TRUE,0,7,3,0,10,0,3,7,7,3,10,0,63,41,44,10,138,33,115,88,59,20002
TRUE,0,20,8,0,5,23,8,20,7,21,28,0,214,159,23,28,368,68,328,59,311,28157
TRUE,0,7,0,0,7,0,1,6,3,4,7,0,55,18,10,7,76,30,53,26,55,6042
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,2,2,0,1,3,2,2,0,4,525
TRUE,0,11,4,0,15,0,8,7,8,7,14,1,98,55,15,15,153,54,114,82,84,14270
TRUE,0,74,33,0,106,1,55,52,58,49,105,2,673,607,135,106,1309,507,908,752,661,108825
TRUE,0,20,5,0,25,0,21,4,13,12,25,0,129,87,20,26,210,99,137,207,26,15014
FALSE,0,1,2,0,3,0,0,3,1,2,3,0,4,2,0,3,3,4,2,0,6,1200
TRUE,0,1,2,0,3,0,2,1,2,1,3,0,10,12,1,3,20,4,19,21,2,1640
TRUE,0,74,18,0,89,3,59,33,51,41,90,2,617,376,91,92,992,412,672,887,197,150305
TRUE,0,3,0,0,3,0,2,1,2,1,2,1,12,4,1,3,14,6,11,16,1,875
TRUE,0,115,78,2,195,0,79,116,105,90,188,7,643,651,110,193,1211,452,952,581,813,103045
TRUE,1,113,35,0,148,0,91,57,92,56,147,1,1717,1217,392,148,3178,1319,2007,2246,1080,750042
TRUE,0,1,1,0,2,0,1,1,2,0,2,0,11,5,0,2,14,3,13,8,8,1235
TRUE,0,13,6,0,19,0,8,11,18,1,19,0,122,80,32,19,215,88,146,133,89,29160
TRUE,0,41,19,0,60,0,4,56,26,34,57,3,516,375,53,60,884,279,665,74,868,69209
TRUE,0,5,1,0,6,0,4,2,1,5,6,0,15,12,0,6,21,7,20,22,5,1125
TRUE,0,40,16,0,56,0,28,28,26,30,44,12,369,246,46,55,606,177,484,485,175,51552
TRUE,0,34,9,0,43,0,21,22,16,27,39,4,110,74,64,43,205,55,193,147,96,19017
TRUE,0,2,1,0,3,0,0,3,3,0,3,0,4,2,0,3,3,5,1,0,5,100
TRUE,0,8,0,0,8,0,3,5,4,4,8,0,35,27,7,8,61,20,49,27,40,4526
TRUE,0,1,8,0,9,0,0,9,0,9,9,0,26,48,4,9,69,8,70,0,77,4330
TRUE,0,71,41,0,112,0,54,58,71,41,98,14,407,400,94,112,789,296,605,489,410,75770
TRUE,1,97,51,0,148,0,70,78,87,61,144,4,721,731,195,146,1501,567,1080,802,838,165938
TRUE,1,20,4,0,22,2,20,4,19,5,24,0,275,142,52,21,448,193,276,398,71,132400
FALSE,0,35,10,0,45,0,20,25,25,20,43,2,217,208,38,45,418,148,315,241,221,35685
TRUE,0,10,5,0,15,0,8,7,14,1,15,0,171,107,25,15,288,116,187,163,140,23699
TRUE,0,2,0,0,2,0,2,0,2,0,2,0,6,16,1,2,21,7,16,23,0,1575
TRUE,1,25,13,0,38,0,19,19,17,21,38,0,113,62,49,38,186,80,144,59,164,19970
TRUE,0,21,4,0,25,0,8,17,11,14,25,0,82,70,18,25,145,63,107,61,105,24022
TRUE,0,27,10,0,37,0,24,13,19,18,34,3,346,141,22,37,472,158,351,409,100,106390
FALSE,0,19,9,0,28,0,8,20,16,12,27,1,160,130,18,28,280,90,218,106,202,19652
TRUE,1,104,30,1,135,0,40,95,69,66,131,4,822,579,370,135,1636,541,1230,793,975,168710
TRUE,0,5,1,0,6,0,5,1,2,4,6,0,34,19,0,6,47,11,42,43,10,3347
TRUE,0,20,1,0,21,0,2,19,9,12,20,1,154,103,16,21,252,72,201,52,218,24314
TRUE,0,29,6,0,1,34,1,34,9,26,34,1,212,121,7,35,305,56,284,3,270,26043
TRUE,0,19,5,0,24,0,8,16,9,15,22,2,149,83,14,24,222,68,178,99,141,19712
TRUE,0,8,2,0,10,0,3,7,3,7,10,0,54,12,2,10,58,20,48,26,42,6835
TRUE,0,67,31,1,99,0,57,42,57,42,99,0,840,579,122,99,1442,525,1016,983,558,155813
TRUE,0,5,0,0,5,0,3,2,5,0,4,1,21,2,0,5,18,12,11,18,3,3950
FALSE,0,28,20,0,48,0,10,38,26,22,47,1,329,313,67,48,661,201,508,187,521,84174
TRUE,0,3,4,0,7,0,5,2,5,2,7,0,25,27,2,7,47,13,41,29,25,3765
TRUE,0,3,1,0,4,0,2,2,0,4,4,0,26,13,0,4,35,4,35,13,26,3310
TRUE,0,4,0,0,4,0,2,2,3,1,4,0,15,11,7,4,29,8,25,16,16,2962
FALSE,0,118,78,1,197,0,69,128,95,102,190,7,718,795,142,196,1459,428,1227,715,936,119684
TRUE,0,13,11,0,23,1,10,14,16,8,21,3,97,148,16,23,238,93,168,82,174,33180
FALSE,0,95,27,1,123,0,68,55,76,47,121,2,858,575,174,123,1484,574,1033,994,606,178492
TRUE,0,64,24,0,88,0,50,38,50,38,86,2,510,359,381,88,1162,326,924,762,487,88737
TRUE,0,27,0,0,27,0,11,16,14,13,26,1,155,66,35,27,229,89,167,136,120,32322
TRUE,0,28,6,0,34,0,16,18,19,15,34,0,111,104,17,34,198,87,145,104,127,16407
TRUE,0,114,49,0,163,0,3,160,60,103,152,11,853,1156,210,163,2056,420,1799,14,2202,412857
TRUE,0,6,1,0,7,0,1,6,4,3,7,0,50,43,6,6,93,16,83,7,92,10934
TRUE,0,4,5,0,9,0,3,6,2,7,9,0,34,45,5,9,75,31,53,14,68,4648
FALSE,0,12,4,0,16,0,7,9,7,9,16,0,50,26,8,16,68,25,59,53,29,6025
FALSE,1,4,0,0,4,0,3,1,1,3,4,0,21,9,7,4,33,7,30,32,5,3625
TRUE,1,9,0,0,9,0,6,3,6,3,9,0,31,9,3,9,34,25,18,33,8,5615
TRUE,0,2,0,0,2,0,2,0,1,1,2,0,17,9,4,2,28,9,21,29,0,1568
TRUE,0,5,0,0,5,0,4,1,3,2,5,0,25,11,4,6,34,13,27,31,9,3490
TRUE,0,1,1,0,2,0,2,0,1,1,2,0,32,20,6,2,56,25,33,56,0,6171
FALSE,0,3,2,0,5,0,0,5,1,4,5,0,31,21,4,5,51,12,44,0,55,7755
TRUE,0,49,14,0,63,0,28,35,31,32,59,4,276,172,85,63,470,134,399,225,307,44412
TRUE,0,34,28,0,62,0,32,30,37,25,57,5,396,451,204,62,989,355,696,633,418,134144
FALSE,0,6,0,0,6,0,1,5,1,5,6,0,11,6,1,6,12,2,16,12,6,1100
TRUE,0,17,8,0,25,0,11,14,15,10,25,0,117,98,17,25,207,92,140,150,81,22984
FALSE,1,35,4,0,39,0,20,19,23,16,34,5,134,85,29,39,209,61,187,114,132,25728
TRUE,0,8,0,0,8,0,0,8,2,6,7,1,75,24,5,8,96,35,69,0,94,20105
TRUE,0,27,5,1,33,0,11,22,14,19,31,2,232,202,55,33,456,211,278,241,248,40416
TRUE,0,44,45,0,89,0,20,69,42,47,87,2,268,334,81,89,594,195,488,167,513,64675
FALSE,0,8,1,0,9,0,0,9,3,6,9,0,52,38,33,9,114,30,93,0,113,8796
TRUE,0,5,3,0,8,0,3,5,6,2,8,0,21,27,2,8,42,27,23,27,23,4196
FALSE,0,26,7,0,33,0,6,27,11,22,29,4,91,79,8,33,145,57,121,22,146,20829
FALSE,0,9,5,0,14,0,13,1,6,8,13,1,20,16,3,14,25,20,19,38,1,8375
TRUE,0,5,0,0,5,0,3,2,1,4,5,0,7,0,0,5,2,1,6,5,2,800
FALSE,0,3,0,0,3,0,0,3,1,2,3,0,3,0,1,3,1,2,2,0,4,650
FALSE,0,30,10,1,41,0,6,35,16,25,40,1,112,96,9,41,176,50,167,70,144,24087
FALSE,0,13,2,0,15,0,0,15,5,10,15,0,31,25,1,15,42,16,41,0,55,5910
TRUE,0,18,9,0,27,0,21,6,16,11,26,1,174,204,32,27,383,157,253,317,93,65206
TRUE,0,1,0,0,1,0,1,0,1,0,1,0,3,6,2,1,10,5,6,10,0,1062
TRUE,0,17,6,0,3,20,3,20,5,18,23,0,96,66,40,23,179,61,141,15,185,16505
TRUE,0,36,5,1,42,0,21,21,13,29,42,0,243,138,26,42,365,161,246,204,203,23101
FALSE,1,8,1,0,9,0,5,4,2,7,9,0,72,25,2,9,90,35,64,51,36,10849
TRUE,0,20,4,0,24,0,9,15,12,12,24,0,120,75,43,24,214,50,188,68,158,33735
TRUE,0,13,6,2,0,21,2,19,5,16,21,0,38,57,13,21,87,18,90,10,98,8811
TRUE,1,73,26,0,99,0,50,49,37,62,92,7,623,383,98,99,1005,362,742,701,400,96850
TRUE,0,272,128,1,400,1,230,171,245,156,377,24,1912,1828,350,395,3695,1467,2623,2389,1692,322895
TRUE,1,12,4,0,16,0,9,7,9,7,16,0,73,51,8,16,116,29,103,74,52,18547
FALSE,0,8,2,0,10,0,5,5,7,3,10,0,19,14,3,10,26,12,24,19,17,2720
TRUE,0,130,47,0,177,0,79,98,94,83,173,4,1326,887,222,178,2257,830,1605,1157,1276,195314
FALSE,0,3,3,0,6,0,0,6,5,1,2,4,7,11,0,6,12,7,11,0,18,405
FALSE,0,2,0,0,2,0,2,0,1,1,2,0,10,15,1,2,24,13,13,26,0,1755
TRUE,0,43,5,0,48,0,23,25,40,8,48,0,288,251,71,48,562,167,443,431,179,77829
TRUE,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
FALSE,0,1,1,0,2,0,0,2,2,0,2,0,6,10,0,2,14,5,11,0,16,610
TRUE,0,9,3,1,13,0,10,3,12,1,12,1,52,41,8,13,88,52,49,64,36,7910
TRUE,0,12,1,0,13,0,8,5,6,7,13,0,51,41,6,13,85,21,77,52,46,12025
TRUE,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0
FALSE,0,16,6,0,22,0,14,8,10,12,21,1,66,53,5,22,102,34,90,60,53,15345
TRUE,0,64,22,0,86,0,40,46,24,62,84,2,543,316,49,85,823,229,679,502,392,75063
TRUE,1,23,4,0,27,0,9,18,16,11,25,2,158,82,55,27,268,91,204,105,185,46779
FALSE,0,9,6,0,6,9,6,9,6,9,15,0,49,66,13,15,113,33,95,56,64,6321
TRUE,0,12,10,0,22,0,1,21,10,12,20,2,39,63,4,22,84,27,79,7,92,10191
TRUE,0,39,10,1,50,0,18,32,27,23,49,1,236,149,44,50,379,142,287,250,179,35255
TRUE,0,2,0,0,2,0,0,2,1,1,2,0,2,0,0,2,0,1,1,0,2,0
TRUE,0,2,0,0,2,0,2,0,2,0,2,0,17,6,0,2,21,7,16,22,0,1411
FALSE,0,16,8,0,24,0,8,16,21,3,24,0,77,72,31,24,156,49,131,61,100,18858
TRUE,0,13,7,0,1,19,5,15,2,18,19,1,116,66,2,20,164,30,154,22,143,18738
TRUE,0,12,0,1,13,0,12,1,5,8,11,2,114,64,24,13,189,80,122,190,12,21295
FALSE,0,10,7,0,17,0,1,16,8,9,17,0,84,61,11,17,139,60,96,11,145,12470
TRUE,0,441,176,1,614,4,321,297,355,263,604,14,5128,3491,1760,615,9764,3567,6812,6556,3821,1249433
FALSE,0,8,2,0,10,0,4,6,8,2,10,0,55,70,27,10,142,51,101,51,101,7609
TRUE,0,161,77,1,8,231,83,156,100,139,230,9,1654,1132,288,211,2863,828,2246,1238,1829,423693
FALSE,0,73,16,1,90,0,49,41,50,40,88,2,655,419,168,90,1152,378,864,680,561,123171
FALSE,0,8,2,0,10,0,8,2,1,9,10,0,38,41,8,10,77,17,70,55,15,21943
TRUE,1,10,0,0,10,0,5,5,7,3,10,0,48,46,5,10,89,28,71,50,46,5976
FALSE,0,97,34,0,131,0,80,51,80,51,125,6,822,621,141,131,1453,557,1027,1099,483,139619
TRUE,1,41,13,0,52,2,28,26,30,24,53,1,275,189,35,54,445,217,282,274,225,52786
TRUE,1,33,12,0,45,0,26,19,24,21,42,3,342,308,78,45,683,267,461,397,330,132394
FALSE,0,8,4,0,12,0,0,12,6,6,10,2,21,30,4,12,43,12,43,0,54,4875
TRUE,0,17,9,0,26,0,11,15,11,15,26,0,94,86,21,26,175,64,137,83,117,12613
TRUE,1,15,10,0,25,0,12,13,17,8,24,1,98,92,11,25,176,65,136,132,68,18261
FALSE,0,15,4,0,19,0,10,9,8,11,17,2,100,56,8,19,145,49,115,81,78,10113
TRUE,0,17,10,0,27,0,14,13,22,5,25,2,152,131,26,27,282,83,226,233,74,23872
TRUE,0,35,21,0,8,48,37,19,19,37,54,2,277,186,25,56,432,144,344,343,144,107736
TRUE,0,5,1,0,6,0,3,3,3,3,6,0,7,13,3,6,17,9,14,11,11,991
TRUE,0,52,20,0,71,1,29,43,28,44,64,8,339,237,34,72,538,144,466,229,378,46536
FALSE,0,68,11,0,79,0,52,27,54,25,79,0,673,421,196,79,1211,461,829,948,341,185474
TRUE,0,12,6,0,18,0,8,10,12,6,17,1,76,69,6,18,133,56,95,48,102,9675
FALSE,1,22,9,0,31,0,24,7,20,11,31,0,263,267,51,31,550,130,451,459,119,87580
TRUE,0,73,18,0,91,0,50,41,55,36,87,4,686,399,149,91,1143,455,779,877,352,161780
TRUE,0,13,4,0,16,1,6,11,6,11,17,0,108,64,12,17,167,51,133,85,87,17417
TRUE,0,33,20,0,53,0,27,26,32,21,49,4,306,279,70,53,602,175,480,404,248,63856
TRUE,0,20,5,0,25,0,9,16,16,9,24,1,167,115,17,25,274,149,150,117,175,36841
TRUE,0,18,11,0,29,0,18,11,18,11,29,0,144,107,36,29,258,61,226,197,90,29815
FALSE,0,17,16,0,33,0,18,15,21,12,31,2,103,104,12,33,186,70,149,100,119,18794
TRUE,1,80,20,0,100,0,65,35,61,39,100,0,512,300,142,100,854,343,611,712,240,76411
TRUE,1,10,5,0,15,0,10,5,11,4,13,2,31,24,4,15,44,32,27,40,16,7096
TRUE,0,79,25,1,105,0,56,49,53,52,102,3,687,409,74,105,1065,408,762,691,477,111945
FALSE,0,12,7,0,18,1,6,13,13,6,18,1,35,49,5,17,72,26,63,33,56,4349
FALSE,0,15,6,0,21,0,13,8,11,10,20,1,72,60,6,21,117,27,111,91,43,13579
TRUE,0,25,12,0,37,0,19,18,16,21,37,0,325,257,153,37,698,261,474,480,255,59960
TRUE,1,70,29,1,52,48,38,62,28,72,92,8,396,327,83,100,706,257,549,340,465,69448
TRUE,0,14,7,0,21,0,14,7,13,8,20,1,90,109,8,22,185,56,151,137,65,18389
TRUE,0,44,20,0,64,0,33,31,34,30,59,5,438,344,75,64,793,300,557,593,263,158996
TRUE,0,10,2,0,12,0,5,7,8,4,12,0,34,28,2,12,52,17,47,22,42,5730
TRUE,1,6,2,0,8,0,4,4,8,0,8,0,53,43,9,8,97,54,51,67,38,12095
TRUE,0,6,2,0,8,0,8,0,7,1,8,0,42,17,0,8,51,31,28,58,0,6740
TRUE,0,43,22,0,65,0,30,35,37,28,60,5,348,243,44,61,574,185,450,328,307,55789
TRUE,0,20,6,0,26,0,17,9,13,13,23,3,74,47,24,26,119,65,80,111,32,17064
TRUE,0,16,5,0,21,0,2,19,10,11,20,1,140,67,210,20,397,63,354,46,367,39741
TRUE,0,15,4,0,19,0,8,11,13,6,19,0,129,61,12,19,183,86,116,116,82,18115
TRUE,0,35,20,0,55,0,25,30,19,36,53,2,394,347,151,55,837,232,660,508,384,189750
TRUE,0,54,25,0,79,0,35,44,39,40,77,2,640,379,386,79,1326,333,1072,765,638,182210
TRUE,0,66,18,0,84,0,37,47,46,38,84,0,863,601,125,84,1505,533,1056,726,860,152874
TRUE,0,3,0,0,3,0,3,0,2,1,3,0,21,7,10,3,35,11,27,36,0,1652
TRUE,0,7,3,0,10,0,6,4,10,0,10,0,19,23,8,10,40,21,29,34,16,4528
TRUE,0,28,14,0,42,0,8,34,24,18,39,3,233,198,58,42,447,147,342,169,320,53197
TRUE,0,4,3,0,7,0,6,1,3,4,7,0,53,35,4,7,85,38,54,78,11,6719
FALSE,0,37,23,0,59,1,26,34,41,19,56,4,275,319,47,57,584,214,427,305,336,48267
FALSE,0,28,8,0,36,0,20,16,18,18,36,0,38,39,35,36,76,41,71,60,51,16638
TRUE,0,4,0,0,4,0,4,0,2,2,4,0,18,4,2,4,20,5,19,24,0,1202
TRUE,0,29,6,0,3,32,22,13,15,20,35,0,483,232,118,35,798,294,539,618,215,132073
TRUE,0,7,5,0,12,0,4,8,8,4,11,1,48,45,1,12,82,32,62,22,72,7120
TRUE,0,15,1,1,17,0,4,13,10,7,15,2,108,93,29,17,213,60,170,82,148,37398
TRUE,0,14,1,0,0,15,8,7,3,12,15,0,53,22,1,15,61,9,67,39,37,7720
TRUE,0,192,75,0,266,1,139,128,162,105,256,11,1363,997,456,265,2551,810,2006,1604,1202,245896
TRUE,0,2,7,0,9,0,2,7,5,4,9,0,16,37,4,9,48,24,33,2,54,3485
TRUE,0,12,4,0,16,0,1,15,6,10,16,0,51,35,3,16,73,33,56,3,86,5687
TRUE,1,39,12,0,51,0,30,21,34,17,49,2,265,181,98,51,493,194,350,327,208,65234
TRUE,0,6,9,0,15,0,13,2,14,1,15,0,180,210,43,15,418,204,229,381,52,76423
TRUE,0,4,2,0,6,0,6,0,4,2,6,0,13,16,0,6,23,10,19,28,0,3605
